shrid2,town_village_name,pc11_state_id,pc11_district_id,pc11_subdistrict_id,pc11_town_village_id,ntl_2021,ntl_2025,built_2020,built_2025,pop_2020,pop_2025,facebook_mean_rwi,ntl_log_change,built_log_change,pop_log_change,signals_growing,ntl_grew,built_grew,pop_grew,ntl_score,built_score,pop_score,rwi_score,composite_score,composite_score_equal,rank,in_equal_weights_top100
11-06-071-00361-057922,Mahmudpur  (135),06,071,00361,057922,1.7000000476837158,4.385000228881836,1.5172413793103448,22.517241379310345,0.022891916077712487,0.34413940331031534,0.1625925298068945,0.6903655624410229,2.2345702166950714,0.27312013191851203,3,1,1,1,0.17146001276926057,0.3626838215339091,0.09462684039914565,0.48167556627195557,0.2578849253316398,0.27761156024356776,77,False
11-08-131-00697-108248,Bheema Khera,08,131,00697,108248,0.47333335876464844,0.5641666650772095,0.0,30.208333333333332,0.0,0.4838567097981771,-0.2294497999907866,0.059825775111677915,3.440685153169274,0.39464458334351377,3,1,1,1,0.014858400712094488,0.5584433331846833,0.1367309313308912,0.3569645149805781,0.25760461809716845,0.2667492950520618,78,False
11-23-430-03475-465993,Godaha,23,430,03475,465993,1.3250000476837158,1.7000000476837158,60.5,216.15,4.109762001534303,35.008177842696504,0.7308109147468499,0.1495317311224742,1.2615511841683587,1.952593246867036,3,1,1,1,0.03713787871604524,0.20475713903119877,0.6765071774015685,0.6624292930073322,0.25423915605830616,0.3952078720390362,79,True
11-27-498-03957-526203,Vaghode,27,498,03957,526203,0.7794737062956157,14.449209112870065,289.765690376569,321.8305439330544,6.4700008007117145,6.821138440627434,-0.3719430543774755,2.1612401619636215,0.10460979864466946,0.04593501826923685,3,1,1,1,0.5367681789593588,0.016978782433811873,0.01591492216982302,0.3116365434687661,0.25420073810792776,0.22032460675793997,80,False
11-08-123-00645-097426,Shyamji Ka Gurha,08,123,00645,097426,0.6499999761581421,0.9724999666213989,0.0,24.4,0.0,0.28863935470581054,-0.1529999999999999,0.17852648335303611,3.2347491740244907,0.2535868979248443,3,1,1,1,0.044339049889930954,0.5250187187556843,0.08785923889494954,0.38128366167268846,0.25279942352197315,0.2596251673033133,81,False
11-27-511-04105-545018,Kautha,27,511,04105,545018,0.5792856897626605,0.6571429116385323,0.5111111111111111,30.884444444444444,0.021500736872355142,1.2345172352261014,-0.2858353058196651,0.04812233221617018,3.0492730404820207,0.7827523459594092,3,1,1,1,0.011951719704987481,0.4949148569866826,0.27119707651304575,0.33902794238357187,0.25258324354264794,0.2792728988970719,82,False
11-23-426-03439-459151,Harduwaken,23,426,03439,459151,1.8289285387311662,19.982142857142858,41.852760736196316,46.54907975460123,1.3001326218338831,1.3977292107840988,0.021554202557649,2.003773704100355,0.10399236470428708,0.04155534434699648,3,1,1,1,0.49765962206596304,0.016878569292434815,0.014397514052270594,0.4368104159380419,0.2508120167803822,0.2414365303371776,83,False
11-17-294-01970-274676,Harinkata Garo,17,294,01970,274676,0.9599999785423279,0.8550000190734863,0.2,28.0,0.00549556960662206,0.6562112639347712,-0.0328293719838647,-0.055059755953032585,3.1849742731925197,0.49905209860456595,2,0,1,1,0.0,0.5169399610977977,0.17290458580915816,0.4195106698683886,0.24881574124244177,0.2773388041938361,84,True
11-01-002-00006-000574,Nunar,01,002,00006,000574,0.5774999856948853,0.8025000095367432,3.370967741935484,68.11290322580645,0.029694518735331875,0.6108263288774798,0.367185501559037,0.1333332891027968,2.7607570101521794,0.44748512058000195,3,1,1,1,0.03311481437645735,0.44808701704143233,0.1550383810547882,0.5467578358503559,0.24800792245833808,0.29574951208075845,85,True
11-23-451-03629-489395,Rasuiya,23,451,03629,489395,0.7058332761128744,0.8458333015441895,1.7272727272727273,42.18939393939394,0.07281121202377659,1.6120456892037482,-0.2140610864961807,0.07887711313982892,2.762292845581426,0.8898511991906537,3,1,1,1,0.019590013699898077,0.4483362921183866,0.3083031881001191,0.3618597584072879,0.2471851617771412,0.28452231308142295,86,True
11-24-486-03906-521059,Sokhdakhurd,24,486,03906,521059,2.2900000980922153,11.74000004359654,11.925714285714285,30.86285714285714,0.2653906686391149,0.5424472930814539,0.144054120781637,1.3538590589734947,0.902222295764294,0.19798940294691605,3,1,1,1,0.33624604726601687,0.14643595786614008,0.06859659704239511,0.4757783855261863,0.2436183322685337,0.25676424692518457,87,False
11-03-041-00227-033432,Bounker  (39),03,041,00227,033432,2.575384580172025,22.691922701322117,128.27164179104477,137.9402985074627,1.5144359442113495,1.723798793387502,0.1026773866855838,1.8910614305269873,0.07212839303035512,0.07997901942156171,3,1,1,1,0.4696662676497757,0.011706860240909908,0.027710011169525664,0.4626161945689355,0.24238202927655117,0.2429248334072867,88,False
11-28-547-05019-589401,Bantumilli,28,547,05019,589401,1.7536000061035155,16.9864013671875,550.2939297124601,584.611821086262,23.042136715126993,22.128526578812053,0.2631744864119568,1.8767068440852492,0.060389034050293944,-0.038741214901298004,2,1,1,0,0.466101145476104,0.009801493586760145,0.0,0.5136712988644906,0.2412381108322567,0.24739348448183868,89,False
11-01-001-00002-000240,Wara Pora,01,001,00002,000240,0.3820000171661377,0.5200000286102295,2.648854961832061,51.87786259541985,0.07365545280675852,1.383315248116282,-0.2729999999999999,0.09517861591399773,2.6735713655311493,0.7974233426315971,3,1,1,1,0.0236386743311356,0.433936276761353,0.2762800780876412,0.34311093128745596,0.23708627144081956,0.26924149011689646,90,False
11-03-035-00202-027923,Khushipur  (177),03,035,00202,027923,0.7549999952316284,1.3025000095367432,72.81395348837209,346.3720930232558,1.026942582627715,4.591036329435748,0.8162516827498357,0.27152663908842456,1.548848734223938,1.0146361190782769,3,1,1,1,0.06743667925827761,0.2513872124981208,0.35153692050747354,0.6896085213480421,0.23665158628857855,0.3399923334029785,91,True
11-01-015-00061-004069,Yaroo,01,015,00061,004069,0.5,0.6825000047683716,0.03076923076923077,13.876923076923077,0.0008037071388501387,0.3389709036510724,0.3029999999999986,0.11481567726268038,2.6695058760623285,0.291097952224144,3,1,1,1,0.028515758259961378,0.43327642403175803,0.1008555439400956,0.5263400371365717,0.2308153870197714,0.27224694084209666,92,False
11-22-412-03347-447257,Anjni,22,412,03347,447257,0.5383333365122477,0.6483333110809326,0.5079365079365079,23.73015873015873,0.016234622115180605,0.6924525139823793,-0.1830399053402673,0.06906508155345359,2.797281334830153,0.5100744189040459,3,1,1,1,0.017153085856707714,0.45401512865510296,0.17672344506526874,0.3717277849447557,0.22944782462623503,0.2549048611304588,93,False
11-24-486-03898-519872,Khalipur,24,486,03898,519872,1.6729543859308416,14.17591025612571,64.6547619047619,72.03174603174604,1.4264058943150477,1.5463019604757724,0.1471031024125551,1.7365249468117874,0.10648409091964695,0.048230988385420615,3,1,1,1,0.4312854026230843,0.017282991037274646,0.016710397758602214,0.47674828514074097,0.22874459609014428,0.23550676913992552,94,False
11-17-298-01989-278336,Rangbihbih,17,298,01989,278336,4.141666412353516,23.590001424153645,476.3333333333333,580.6274509803922,6.870867192306939,8.837291770231198,0.1329999999999998,1.5649626824819556,0.1976150653251887,0.22301220060128069,3,1,1,1,0.38867599445865375,0.03207408142708314,0.07726614572541252,0.47226200242415933,0.22551244838416842,0.24256955600882718,95,False
11-22-410-03330-444543,Kayabandha,22,410,03330,444543,4.077750015258789,22.410249328613283,375.26844262295083,402.0717213114754,3.7627773096643726,4.308978317721487,0.5742694714827649,1.5283056788690559,0.06881168282712302,0.10856844302374724,3,1,1,1,0.3795718174117467,0.011168538767527058,0.03761527448828657,0.6126325071087065,0.22264325741744684,0.2602470344440667,96,False
11-28-547-05019-589400,Pendurru,28,547,05019,589400,1.00625,10.556999206542969,120.56666666666666,133.29705882352943,3.330978428225453,3.4357761557816584,-0.0589154387124569,1.751023937441144,0.09959139409467799,0.023909125953930133,3,1,1,1,0.43488638919266465,0.016164266010655574,0.008283699300499164,0.41121253326804075,0.22197585700267428,0.21763672194296502,97,False
11-28-544-04847-584663,Kadeli,28,544,04847,584663,0.4724999964237213,0.5900000333786011,0.0,13.980952380952381,0.0,0.7774288359142485,-0.4348846921355148,0.07677240311007827,2.7067795529007546,0.5751678458399261,3,1,1,1,0.019067285411857975,0.43932615988582946,0.199276104506473,0.2916144254009111,0.22044392834084556,0.2373209938012679,98,False
11-22-403-03271-435604,Thengagudi,22,403,03271,435604,0.543749988079071,0.6875,0.05128205128205128,14.128205128205128,0.0024799337753882776,0.6012927637013614,-0.2860262761626088,0.08903363009245685,2.6665504701954577,0.46833441650702434,3,1,1,1,0.022112498338661562,0.43279674436630283,0.16226195327651494,0.33896719355513216,0.21855987221066106,0.2390345973841529,99,False
11-17-297-01987-277982,Mawlein Mawkhan,17,297,01987,277982,1.2999999523162842,1.396666685740153,8.148148148148149,63.166666666666664,0.18908364518924994,1.343885894726824,0.613377826611479,0.04116978882013134,1.947932394436081,0.6786272263795944,3,1,1,1,0.010224977752146378,0.31616082574870474,0.2351212625376745,0.6250731129098592,0.2125217807845423,0.2966450447370962,100,True
