pc11_state_id,pc11_district_id,pc11_subdistrict_id,facebook_pop_sum,facebook_pop_num_cells
24,487,03912,121387.5845768342,6708.568682166842
24,488,03913,208982.2917482326,11094.11868737149
24,488,03914,87074.47632960185,6578.881553320214
24,488,03915,112470.04330231484,21455.61541362293
24,488,03916,516672.5864636408,28362.264160807987
24,488,03917,200464.38900959867,18235.450007528067
24,488,03918,360000.77253005886,27409.88711418852
24,488,03919,45620.36711943175,5787.098508150359
24,488,03920,149929.8871706647,11773.731381881284
24,489,03921,281190.17408223834,34936.31611250229
24,490,03922,300518.2647244693,19116.96318396334
24,490,03923,215773.75043189427,16232.144426125453
24,490,03924,224279.34041469812,17057.841459357784
24,490,03925,390906.76391176414,38918.490915891125
24,490,03926,306006.9986227199,28097.90300448245
24,491,03927,389690.18036336894,35997.38709757302
24,491,03928,360566.7465364335,24054.714321752894
24,491,03929,676648.4001984602,43980.16990211193
24,491,03930,373430.5132686989,27997.37910117677
24,491,03931,253986.33658458584,29975.07141596117
24,492,03932,128072.7872161032,23999.096760343866
24,492,03933,278071.6275712483,22597.19745893136
24,492,03934,129903.18719488116,6747.466824378585
24,492,03935,337358.6422419334,24177.269267391737
24,492,03936,268215.8535854244,23088.757846301305
24,492,03937,2831405.672535828,70019.47584735703
24,492,03938,3416411.602449152,29201.79164198518
24,492,03939,137727.0783038087,15775.93349757562
24,492,03940,299204.6143468361,18987.710930624584
24,492,03941,158815.3588548329,17090.85760122083
24,493,03942,148086.76027081456,8503.235674294354
24,493,03943,121994.2839429471,10048.833628275956
24,493,03944,279074.6195655274,29853.171595921216
24,493,03945,315871.214471849,36534.28477978255
24,493,03946,122895.12844683268,12187.587147628845
21,370,02755,100289.71052874916,8153.570844670001
21,370,02756,134756.06310406516,9108.884394540568
21,370,02757,63966.67255868177,5689.036252091835
21,370,02758,40478.75856614534,3065.757369111736
21,370,02759,85604.01060201017,5595.866345421731
21,370,02760,64826.69089340754,4587.073910620529
21,370,02761,96197.46575891484,6677.866685997622
21,370,02762,108161.22722211912,5851.471089716535
21,370,02763,132597.99666962263,5404.39860448832
21,370,02764,141118.9887278218,7549.993835289271
21,370,02765,197243.8976045563,11547.20986514684
21,370,02766,75644.11810939417,4854.013515367959
21,370,02767,83165.65796633605,5733.758681626059
21,370,02768,73829.18329414996,4801.885712282732
21,370,02769,115974.60079736874,8937.307076166817
21,371,02770,62151.614133051786,4745.349763888866
21,371,02771,37144.80143914701,3774.496870329837
21,371,02772,44901.27917636655,3954.811839148519
21,371,02773,55062.13956863005,4785.163960349746
21,371,02774,95897.39021313156,5027.35351958801
21,371,02775,22296.114267195568,2734.621017732657
21,371,02776,121905.05555096862,12497.605456039804
21,371,02777,45308.6574752242,5431.282389281729
21,371,02778,93179.23153587624,10281.857174672186
21,371,02779,60214.30473360448,3993.862436110154
21,372,02780,69237.96601648607,7721.149993129075
21,372,02781,91681.55645877244,12886.69648019853
21,372,02782,96517.24487480058,12314.668154208455
21,372,02783,28004.46157257497,2934.5189900249243
21,372,02784,37881.07545310584,5127.104632647242
21,372,02785,25425.66250562191,2956.588162566146
21,372,02786,57186.24844866841,5467.442137364356
21,372,02787,23695.758019576773,2019.2117829751223
21,372,02788,78430.12547503879,6937.0918159865
21,372,02789,98017.17692487426,2187.6018365673044
21,372,02790,6468.768288376215,1382.9439344501006
21,372,02791,70234.98959569425,3797.155777575345
21,372,02792,71939.67007535436,8225.51680881437
21,372,02793,24519.90441041675,3554.338350720238
21,372,02794,101922.7260272196,7705.40266510336
21,372,02795,89717.59400032526,3511.858278293628
21,372,02796,43123.90474962027,4623.410248250468
21,372,02797,62376.71011912201,9126.529888399527
21,372,02798,31501.943216052343,3166.896381432513
21,372,02799,112163.6989416022,11853.245060628751
21,373,02800,119318.97571443664,16326.218483445686
21,373,02801,88771.29354876046,10590.765988358238
21,373,02802,60123.37101230071,4958.637400722896
21,373,02803,85619.79018006656,7494.971480934502
21,374,02804,115932.7978697684,15131.628764154942
21,374,02805,66532.90645403597,10200.01982983487
21,374,02806,47228.19732314852,7377.987734842442
21,374,02807,39503.23981845219,4409.889636362903
21,374,02808,60143.56049682248,5947.4856021241285
21,374,02809,76264.57650289615,11781.37605861168
21,374,02810,69372.39449540657,10428.06835786147
21,374,02811,103100.4511562488,13958.659837488594
21,374,02812,77568.25429040646,8333.937961593125
21,374,02813,61580.9922579665,6938.16832898953
21,374,02814,193782.9000285248,17010.357219457077
21,374,02815,42406.02461782256,6229.19145441486
21,374,02816,87502.44004379507,10462.102641514037
21,374,02817,63385.294952226985,7276.733400496305
21,374,02818,107659.39865951533,12447.44262508412
21,374,02819,19312.327829892976,1768.058775999502
21,374,02820,28547.820863907324,3392.400666570611
21,374,02821,6673.881458522839,824.3788315225975
21,374,02822,4805.896974059909,770.8389041447954
21,374,02823,29351.90758936389,3337.473283708096
21,374,02824,30607.33392754597,4434.688296926441
21,374,02825,43117.70376319,5543.3102460886585
21,374,02826,45286.853928672295,5666.653008072171
21,374,02827,76055.54934069588,9906.895125270104
21,374,02828,48020.07089209709,7490.923318075918
21,374,02829,33645.97194431195,4224.70587737672
21,374,02830,76798.906633626,8977.541874350718
21,374,02831,19278.8281055796,2605.9525898471475
21,374,02832,452597.6448549794,14502.525547470175
21,374,02833,189588.55415373357,11532.350675645392
21,375,02834,92385.66515842582,6268.471395770757
21,375,02835,17568.400804940677,1351.573651491257
