ac08_id,facebook_pop_sum,facebook_pop_num_cells
2008-20-044,378802.6159408551,21666.588753630545
2008-20-053,292832.6146083056,29652.33236705407
2008-20-054,299273.6892690913,23369.11964155806
2008-28-008,326869.8258742833,18117.941308495698
2008-28-007,305462.65505214204,18252.3837487735
2008-28-005,318825.87234466936,23522.11413040571
2008-28-001,290822.0371060242,28876.885866118595
2008-28-006,260347.82463537264,25240.58519410967
2008-28-010,342103.938063025,21135.33293654025
2008-28-009,293338.4276242032,24085.3528800793
2008-28-003,224904.9637534158,19687.138053944567
2008-28-130,242678.3001847193,12447.034825980663
2008-28-120,239298.31510424268,9627.893734296606
2008-28-004,281353.284730221,27426.48333044629
2008-28-021,274650.72283013567,27822.68545051012
2008-28-002,202366.33256259133,24884.659389755263
2008-28-022,293042.9087077112,29156.4764472564
2008-28-020,305558.9012312085,28059.61698411964
2008-28-129,233765.10539767385,9888.607593347318
2008-28-121,259977.81282777133,13851.446491043098
2008-28-011,264291.86880515964,19993.109589472544
2008-28-019,312586.6821717647,21386.57604663152
2008-28-012,309933.92226287624,23451.208872652365
2008-28-028,294054.9990304958,27747.150647073533
2008-28-024,313411.9655725545,33451.35985758912
2008-28-023,290934.2263342321,21348.887544473284
2008-28-131,249858.50547375384,10009.563743027304
2008-28-123,261618.86514108436,11177.506112820316
2008-28-018,420039.656131544,27430.226204033923
2008-28-027,325292.8322495283,33309.55354901499
2008-28-132,293733.56385573046,10000.406108404752
2008-28-122,293775.73970077303,16534.70571122924
2008-28-128,297269.46338503406,17578.23822599765
2008-28-017,257907.62295563315,13445.901971286628
2008-28-025,325413.6197532936,28323.080315475265
2008-28-127,253387.8764280729,12261.930928349728
2008-28-014,241633.18130921983,18318.45972748787
2008-28-133,270504.6860947448,16396.3084917863
2008-28-119,299789.1904706186,35161.49126668507
2008-28-109,300405.7396970937,29895.684071650263
2008-28-125,218177.18054950412,11442.610408883373
2008-28-013,295503.6885657957,16174.65117664702
2008-28-029,305092.63159890234,25934.91258885624
2008-28-147,320424.7307748387,19804.14820414625
2008-28-026,388858.4628466976,26594.96257397177
2008-28-108,347337.63563807623,32861.88114528789
2008-28-015,284798.8179806205,24597.922789546545
2008-28-134,255391.9618105699,18646.922166729262
2008-28-030,284639.31059812487,28684.17694005885
2008-28-016,321136.8577543812,23378.055227892124
2008-28-126,312910.6845517794,23138.808153975973
2008-28-135,275113.50633006566,15298.935548128791
2008-28-031,299617.44530788454,25641.523984499538
2008-28-124,288675.30393386865,15439.664453445926
2008-28-035,329749.74808673287,16142.805800587746
2008-28-032,328567.3685752125,28540.77182594226
2008-28-033,312991.0399840701,25884.31686870743
2008-28-041,287108.4871749771,22495.42665348132
2008-28-104,295095.13855637505,19702.071877716247
2008-28-034,306406.9495565611,22238.860264603336
2008-28-136,258257.10295223657,20412.612717659627
2008-28-138,236289.71590811416,14757.670376504058
2008-28-137,276919.5448568926,14024.209361396846
2008-28-110,288155.2173332821,26012.66445224972
2008-28-107,635543.8853096294,36830.52622158805
2008-28-148,332434.6095625898,22317.387631923964
2008-28-103,299941.1506549369,24234.9633457327
2008-28-146,269159.25352976675,11768.828148631845
2008-28-139,620340.8654387195,56734.57831430083
2008-28-099,339123.1401241721,26493.4915715238
2008-28-036,354664.0513875829,18141.757807645783
2008-28-042,352359.0233287664,30662.896358972328
2008-28-098,305282.3294274941,23943.226767601976
2008-28-106,121449.55724171623,5343.907003941573
2008-28-105,174363.2876076957,7599.470581501679
2008-28-037,308307.099229424,22132.489256328063
2008-28-172,205501.60712844017,22659.83771452344
2008-28-038,388350.1649084203,21972.425243411213
2008-28-117,331886.89219102485,23492.36752986966
2008-28-102,315220.74859339674,26850.81776980788
2008-28-150,533968.9747210586,30538.690315006243
2008-28-145,290808.92622758634,13772.114697747864
2008-28-097,302030.68386088894,29635.11811929585
2008-28-111,275909.11038042506,22401.479755763765
2008-28-100,305863.82119326835,20965.948719762266
2008-28-040,394406.1538004108,36253.38815139907
2008-28-149,273070.71933151485,13810.044908558137
2008-28-153,279500.7281920292,16978.52145330768
2008-28-039,333219.0547701796,24050.21540608045
2008-28-142,139882.2066824175,3040.233901923697
2008-28-140,118706.84846836676,3872.4500220243535
2008-28-143,422145.3917507641,7050.42135170217
2008-28-043,907144.3131093392,56996.50491142141
2008-28-144,292980.6927715369,5669.770290966183
2008-28-141,232431.5018223952,3784.449460422067
2008-28-151,279709.7314433447,14593.056344312354
2008-28-045,1098639.8357142,35104.87899525557
2008-28-055,375892.45886033255,16531.001902282587
2008-28-152,357912.7816156358,17271.381706693326
2008-28-118,273953.90034346853,25120.169822172524
2008-28-094,247584.024369754,27821.508452088237
2008-28-115,259995.53626121816,20468.28632203561
2008-28-101,273635.1546061697,22183.87461093524
2008-28-044,473669.1355465002,19797.07095684804
2008-28-047,407799.01936519647,14746.391832889887
2008-28-154,325351.50946500606,19211.202014112976
2008-28-096,316070.2152764923,22626.005432928705
2008-28-046,882732.3400699989,29858.515659757315
2008-28-053,381334.84622215264,29399.307428738524
2008-28-052,183470.20777239,12046.468955937042
2008-28-071,478415.3447924007,8937.347878546787
2008-28-186,267012.9893984663,26115.97641807134
2008-28-061,202295.1100177831,5353.590865276263
2008-28-062,136301.86644731084,4566.850128578313
2008-28-056,365401.5131952838,18210.45892924489
2008-28-070,250232.54740438383,3209.176714735608
2008-28-057,100035.66851602138,2596.1944369398902
2008-28-155,212647.84388002983,15578.905954017597
2008-28-059,200129.77707214857,4259.654622179634
2008-28-051,670403.3024877472,35598.26908640211
2008-28-060,330118.0038735759,5284.815248913299
2008-28-049,42932.08471612238,1913.529061505862
2008-28-064,124748.45225150997,3085.106314811953
2008-28-113,222212.74182718204,29016.672334895244
2008-28-050,1345256.6729896255,59082.5303520122
2008-28-112,361836.81056902057,18878.420239595267
2008-28-063,311450.24517736695,4703.769923823144
2008-28-048,561847.5690738497,50293.72233115163
2008-28-069,102162.21067919306,2891.983735655984
2008-28-065,166323.7306483483,2619.4359734493337
2008-28-066,315677.1397145893,5504.651658233588
2008-28-095,334480.9140052935,28534.40483956292
2008-28-058,232853.40847640927,3381.2534194177424
2008-28-068,181968.86896243657,3821.434841237511
2008-28-054,397145.1655202431,23582.038250659527
2008-28-093,320342.2930953928,33182.85027030013
2008-28-116,339854.329995739,29007.931779239792
2008-28-067,168690.5241650164,4600.769135904353
2008-28-091,304410.8924048905,20238.638510152115
2008-28-090,308928.7618882284,24492.62348747587
2008-28-171,285590.9436473615,21715.72912909504
2008-28-168,405075.1797260195,29060.14739440315
2008-28-156,312457.768207523,16235.260888671852
2008-28-072,336334.2312656458,21376.31344299554
2008-28-114,270130.7643566813,21875.75160761097
2008-28-084,320922.2552579952,35971.049383403515
2008-28-187,302817.3113628384,29545.016168519025
2008-28-185,284545.5960333972,23451.33096810036
2008-28-158,269614.20285039744,16243.85465413908
2008-28-173,229529.0765282958,14807.707473603929
2008-28-092,316355.2752974787,24965.06291309434
2008-28-188,284057.5826545855,23637.406419690054
2008-28-088,297867.5291562677,15028.416925199446
2008-28-159,294832.8988534491,20374.28146264184
2008-28-170,501117.6079023469,18238.576946453613
2008-28-189,326080.74269103457,26507.559900461303
2008-28-157,351842.2261028605,23494.9810377792
2008-28-203,278082.1032969621,19212.20367262495
2008-28-169,16763.54491362384,545.8392346424157
2008-28-083,301716.91840135853,25842.583414831664
2008-28-075,303088.7672115347,30640.22641206504
2008-28-089,312536.15486322646,19553.640330958413
2008-28-087,299256.43389578065,20105.122992198565
2008-28-086,304252.81171887985,23306.434427144814
2008-28-160,231069.98979617123,7720.45359975194
2008-28-167,244064.7323971356,12343.638944051723
2008-28-166,269985.3774068879,15261.100145007018
2008-28-181,253781.4292447465,17645.55461210446
2008-28-073,330008.3564796565,19756.67577870359
2008-28-201,421196.670532417,23940.071484923646
2008-28-174,221101.84421023933,13649.678274003343
2008-28-162,355028.7296417623,11281.1100111384
2008-28-183,327412.16755191976,21211.65191922244
2008-28-161,270461.9443463392,12174.641788416677
2008-28-182,240917.19867083893,15627.999233452312
2008-28-074,335177.64964259206,20914.078765424056
2008-28-202,246974.7307908033,17215.989918987652
2008-28-204,310538.2564159445,20133.81877932744
2008-28-180,284118.4685289004,12794.471680593364
2008-28-082,325351.4802299384,22423.03407079437
2008-28-081,303509.89111065934,24943.970348823408
2008-28-076,335230.5484567656,25071.53864980271
2008-28-184,214343.41283524391,6776.269174596673
2008-28-219,353890.7627941845,17390.264916012064
2008-28-077,322100.62971989525,23658.682110061927
2008-28-165,220574.30838326973,6423.030674278736
2008-28-175,279347.57637630764,9032.022221581006
2008-28-190,324940.26822264463,23298.195706515275
2008-28-192,253747.20626687232,17281.572370783455
2008-28-179,267041.9200857714,20389.61983372877
2008-28-220,352508.7681589464,16042.91225770861
2008-28-163,290510.5924401536,10286.984169289351
2008-28-178,322622.8326803705,16925.28702880995
2008-28-078,369485.54522938497,28386.84778007376
2008-28-176,298389.2881359424,8746.944129331257
2008-28-191,262276.4597857413,14148.06146045786
2008-28-205,280846.54912600806,19240.037148785865
2008-28-199,517309.1088465575,9840.36962488375
2008-28-198,285049.3638674965,5293.313801134776
2008-28-200,275826.4101260416,9330.250360695643
2008-28-164,230239.70025929564,9588.459267898465
2008-28-197,227153.2430657104,12370.529629584613
2008-28-206,325903.71684027725,24350.436311215846
2008-28-217,317516.68238059373,18001.216775461733
2008-28-196,236668.20497442907,17953.98737393925
2008-28-177,238356.83292575195,10639.124160484334
2008-28-193,224008.69117382556,13004.428609774444
2008-28-085,320103.6423512442,24244.53665926162
2008-28-218,343499.9443241873,20125.22576114
2008-28-212,441425.5761272591,19025.521771165797
2008-28-207,303697.3010940947,16145.846388221133
2008-28-210,283775.3054448609,13093.007217578155
2008-28-079,355362.39351366885,28313.88105215058
2008-28-216,303193.9997898337,14210.520876222814
2008-28-194,259783.3414294662,15544.750030822352
2008-28-213,345914.2071407894,6952.127069465918
2008-28-214,203869.31626467733,4488.992850647366
2008-28-215,329391.64407228964,18409.730317557696
2008-28-221,268503.09908395,17201.350029783993
2008-28-208,240356.29855970028,13586.746077855822
2008-28-195,263721.76991819456,21233.18969811695
2008-28-080,306668.856512552,24996.759822635548
2008-28-224,300000.7631406528,25925.03595876726
2008-28-254,280361.8433197894,15190.3758754686
2008-28-209,246914.0444520768,17076.62397786969
2008-28-255,278625.4102534448,15001.101671045411
2008-28-223,324141.1867805559,27125.75956055008
2008-28-211,252571.75712233476,17917.636825984933
2008-28-222,294797.7404789853,20773.005416089785
2008-28-264,344127.0798549312,19967.621299604885
2008-28-225,267742.821893536,9525.191010919169
2008-28-263,323869.2817770814,19637.986929889303
2008-28-262,264296.4940485004,14903.738795747106
2008-28-256,398621.3591503944,16313.661516342458
2008-28-230,303636.3354160539,18977.3767987772
2008-28-257,357298.59924445074,17625.28896468928
2008-28-231,322378.3763250645,26203.49854375655
2008-28-265,305933.3978506111,15168.266065170525
2008-28-226,283906.76241784147,27611.120291741416
2008-28-266,366789.6202545196,23355.588087248383
2008-28-261,310239.9073323631,17612.508827558777
2008-28-260,316071.8673635239,16249.526325123872
2008-28-229,318581.6678333492,33428.65851638565
2008-28-227,341714.7693714889,20505.94527341545
2008-28-232,327729.4038491931,29404.909272265388
2008-28-258,349196.2573514621,16883.051089620974
2008-28-259,319526.25474914035,22718.243739043974
2008-28-253,325560.0005209496,18058.606463849545
2008-28-228,300340.21714420244,27984.36034278529
2008-28-269,363156.1780454574,21740.23314642252
2008-28-243,297006.9008277646,23586.42719064653
2008-28-270,328895.5513343619,23765.6093038526
2008-28-268,286977.2095161848,22200.71065844121
2008-28-242,311934.5024377813,32510.037938949536
2008-28-267,338667.9432203793,29025.242066755814
2008-28-250,331889.12435626454,26722.333540597192
2008-28-252,296228.6247487574,18175.54241339092
2008-28-233,330782.29560451984,27385.08396679764
2008-28-251,296996.76241983904,15230.77365658711
2008-28-271,302009.6770975976,31125.742539296796
2008-28-234,288182.1772786513,22816.450974113428
2008-28-272,336877.9533289218,14946.702422048957
2008-28-248,307393.22962081933,22784.04434590939
2008-28-274,251837.04252898888,21988.474558614245
2008-28-249,269375.12874490983,19850.908808450346
2008-28-235,310083.5007564584,26648.85830022086
2008-28-279,386493.2508006785,26006.6728141108
2008-28-273,315643.73971175484,26345.756125231917
2008-28-238,307843.6585343732,36194.9731678087
2008-28-245,320954.73206497857,11447.943002818414
2008-28-244,369540.4800074097,23955.069318588707
2008-28-241,298398.8432838333,25771.16254328596
2008-28-236,57619.403631712936,3058.091922958541
2008-28-237,617657.891294245,33035.79464556728
2008-28-246,274338.0374130884,22549.17150569066
2008-28-278,276757.31174601463,21486.400088576334
2008-28-247,345548.6315415901,26815.81098800522
2008-28-280,318081.3991272972,25245.842277461925
2008-28-239,340907.10732691066,27140.99202122743
2008-28-277,328214.8679931619,26113.104379254284
2008-28-275,297820.9377653703,29271.579498558072
2008-28-240,364278.9769652021,31135.365202684217
2008-28-281,292417.0931438337,28194.51028929785
2008-28-276,325720.48134466785,22006.389020408755
2008-28-287,386529.5417000157,27797.65554981958
2008-28-282,322908.07367655094,27811.39268302246
2008-28-285,252136.08594975987,25817.50094513718
2008-28-288,289830.7864988169,25854.41206413972
2008-28-284,319990.0424039611,28844.18591884836
2008-28-286,462100.4554249357,23595.22985106788
2008-28-283,335553.1809281931,23241.559296084044
2008-28-289,306181.8639887126,16050.525610485758
2008-28-290,303362.15727843874,28984.69787405113
2008-28-292,286751.01904232777,27724.736465146023
2008-28-293,397373.9123264129,37704.29809926632
2008-28-291,211287.9209201465,19629.832014528503
2008-28-294,318569.61471897084,39715.94112659796
2008-12-041,9843.275082939335,3325.8984158849344
2008-12-034,19391.36378499856,5373.0
2008-12-033,13868.302150598587,4677.353852391243
2008-12-032,14496.499679614586,3816.5133017720655
2008-12-040,17131.861225090706,2599.636059746146
2008-12-022,11361.203817065028,1430.3939401507378
2008-12-043,21871.39776049176,4719.551246611867
2008-12-023,43288.1119864241,2063.6867752224207
2008-12-042,35470.25565935886,8203.29214064809
2008-12-035,18157.25501576678,3939.363940232725
2008-12-045,23544.119604996915,5038.0
2008-12-027,13437.5995646772,3121.1496099829674
2008-12-021,51320.91206699662,2660.0
2008-12-039,12282.113081808851,3239.963681363792
2008-12-038,35806.25996426881,8388.950319170952
2008-12-024,37556.9340108876,3521.293907981366
2008-12-030,6092.354362900624,1696.6710303446744
2008-12-031,32437.9890221114,8251.312205499038
2008-12-044,42906.36772385624,8272.14615948801
2008-12-020,37721.504377741854,723.0116569359961
2008-12-026,21260.844896093982,3756.429068336187
2008-12-029,23318.316694164827,5910.048505242914
2008-12-037,32669.231541888937,9595.11766897468
2008-12-036,6683.654531309014,1654.9655266017653
2008-12-025,25831.505625448783,2605.8576163307152
2008-12-019,28431.630833471623,2007.9920686483383
2008-12-018,64863.849425951455,3537.298971420183
2008-12-008,16995.927180828385,1691.4097010865808
2008-12-009,12097.022735980425,912.653260692954
2008-12-007,18749.682496716046,3029.4681868783664
2008-12-028,15180.141744592536,7028.959662640213
2008-12-003,7392.596278408372,846.7718547582626
2008-12-046,34990.47323715578,5823.741275836714
2008-12-047,52804.86869100147,6655.438925657712
2008-12-001,13998.668130269922,2965.147831335198
2008-12-004,27239.785481482617,4783.939649623773
2008-12-002,36614.98989867667,7633.141997355968
2008-12-016,54561.58565412038,5571.71242708881
2008-12-050,23263.67784726498,4024.3426772765815
2008-12-048,36553.12178966785,4884.504018774504
2008-12-049,93591.65588785002,12586.99267267404
2008-12-017,34858.29962775154,3475.621415446441
2008-12-015,26739.532203980158,3778.9355427771807
2008-12-014,85006.67613083424,15563.97752014584
2008-12-010,32981.31939396364,2261.6273914544327
2008-12-006,21430.35432336657,3314.159835879691
2008-12-011,22425.44317231749,2167.477491531652
2008-12-051,23165.16216937206,3229.1106002472807
2008-12-012,13763.97587750015,3153.486382798292
2008-12-005,34272.22569468669,6078.277269802638
2008-12-053,25220.06664081255,2091.7825417742133
2008-12-054,13484.177122674928,1290.3529695868492
2008-12-052,2921.896780141364,336.4061889068689
2008-12-013,131854.59360327583,16121.081308246825
2008-12-055,7985.229920253352,1010.0248992471024
2008-12-058,16263.344092797244,1357.115281108694
2008-12-057,20099.31235948937,2964.9998190402985
2008-12-056,11256.085459985468,1489.9751007829327
2008-12-059,34255.61573718659,2250.4915792532265
2008-12-060,15002.031693476349,1347.50477359863
2008-10-002,378249.8293080749,8999.291967672529
2008-10-001,562278.6367712371,20640.47296081988
2008-10-009,464260.703073332,16761.473521591484
2008-10-004,630447.0148920639,17974.233998914347
2008-10-003,528647.0257468814,13909.921080495376
2008-10-005,603852.3697607708,15445.881469067595
2008-10-010,485200.324661548,19141.969750444303
2008-10-007,447186.3410058107,16389.0019386895
2008-10-011,518307.2273016668,17755.085823729954
2008-10-012,456235.97057558777,17999.347865584976
2008-10-025,493810.4004969861,19748.756013010705
2008-10-021,617237.3659169284,20128.97474951839
2008-10-006,657065.4569882303,22341.09709493494
2008-10-008,489815.6339343203,18492.8550652494
2008-10-024,452734.9228762376,24070.64667518431
2008-10-019,508699.4615369178,20774.45177920873
2008-10-020,538461.6710961382,13299.467270774712
2008-10-013,556931.8754291638,27189.393306438207
2008-10-014,459479.64358367503,19649.469787236616
2008-10-033,420082.697534343,12825.132298592634
2008-10-031,381257.5971538412,23140.14328700825
2008-10-026,515375.7812017151,20449.764781843645
2008-10-028,506381.2500901012,21166.262213930157
2008-10-022,810768.570366138,37083.75715831006
2008-10-103,548567.9927847385,32610.749863759745
2008-10-102,345771.4973611484,20963.320599915605
2008-10-101,392163.6774749902,21677.920812085285
2008-10-018,424374.1220441077,10283.748362750106
2008-10-034,425791.8341836562,16818.73254295693
2008-10-027,629092.4322882984,26176.67409242518
2008-10-046,680562.6148137285,38944.812867058805
2008-10-040,544499.2188146282,23883.70438003741
2008-10-016,578990.6204453585,24953.269406219864
2008-10-045,524814.800604195,40328.06239064976
2008-10-017,622110.8220875085,22826.994303115676
2008-10-053,672734.9836882784,37164.92742529932
