pc11_district_id,pc11_state_id,facebook_pop_sum,facebook_pop_num_cells
362,20,1483664.8292420343,71679.39205537911
363,20,920140.123974758,65082.15111084672
364,20,3453298.9720395184,268481.18288348155
365,20,638828.6766059281,54303.47708614443
366,20,1241556.7153245965,130081.34215618492
367,20,670895.7160703916,71602.75760158837
368,20,1725182.2597182605,142401.7857034055
369,20,1184647.5091317492,98533.46535436956
555,29,5279377.2458990095,453573.0942201156
556,29,2004582.812583613,166793.1940459723
557,29,2576155.459176579,197928.82884830056
558,29,1832463.442499064,106218.00578265084
559,29,2086336.08806214,148791.3654396637
560,29,1531279.2607188758,115170.40472973892
561,29,1193549.6505225347,79196.1656207269
562,29,2038852.6162310136,101273.96377072117
563,29,1570673.3097749976,124440.11172353337
564,29,1567818.9156167798,115375.02571431172
565,29,2870678.079790542,153363.03805548354
566,29,1759569.7010609251,168774.64567768353
567,29,2077167.9240244168,135971.16319640185
568,29,1864200.111079956,190656.2930097806
569,29,1153203.203137531,189789.90239682383
570,29,1135763.3920226805,145698.77326988225
571,29,2717645.645437157,354641.2304959148
572,29,13312816.853618205,481423.5687101912
573,29,1914936.8639565168,224576.7177017209
574,29,1795315.4282117093,250786.06777410264
575,29,2308416.175141984,289179.3584567897
576,29,579127.2671764637,95339.2432481155
577,29,3168126.2371768234,283251.4330626992
578,29,1066173.0999930603,107698.80653379534
579,29,2841079.6919909515,149147.15147841722
580,29,1339548.4240355666,77242.74983330199
581,29,1596458.2819604222,154654.0263433096
582,29,1279658.9173453494,130534.93983210198
583,29,1174026.9889923274,151144.10127034003
584,29,1119762.311216893,145432.0708599609
588,32,1291563.8165666235,124886.53794683109
589,32,2657996.830793066,241448.42013809035
590,32,842166.6605971771,84376.0697099315
591,32,3248229.1045100656,142649.60265355915
592,32,4434719.266294822,267765.39516528347
593,32,2966640.6251867698,245652.3811660878
594,32,3237934.1843803707,238020.6914939729
595,32,3374666.315253957,354056.1182614424
596,32,1070422.7977341178,103806.14179914886
597,32,1964195.235075652,205554.60680765583
598,32,2097427.7565423185,174452.39669448213
599,32,1305668.0026768034,145148.18990447215
600,32,2464760.5898081446,205963.05567628096
601,32,3239403.4854910183,184760.9727918105
418,23,866279.5584375283,52287.24816129397
419,23,2314721.7421502885,120231.93443773512
420,23,1911183.0424944172,102124.75624874792
421,23,2444709.2189823296,103481.9734344838
422,23,1019406.1988805848,58861.172235275735
423,23,1934728.4488966565,115711.75051260673
424,23,1679973.6364273662,119077.3537962354
425,23,2028981.8991049328,107067.23088722557
426,23,1186547.9216102026,77793.7174166191
427,23,2727607.493326404,165850.23807021376
428,23,1404780.9115727,81973.60798660386
429,23,2561523.473252067,171071.94817258793
430,23,2745982.4247818254,167790.1795260424
431,23,826425.140468545,79664.75340819509
432,23,888493.990709227,62611.19255590164
433,23,1396256.7039610003,109301.57074280988
434,23,1624897.803791592,136109.31929644052
435,23,2213295.4941996564,156570.3159441088
436,23,1716944.6928030662,126527.36374566506
437,23,1800032.0671867137,146634.7518875386
438,23,2617519.857466568,214290.30548963032
439,23,4126809.598578785,203504.79213462613
440,23,2176949.585570546,158098.61557663602
441,23,1785347.7688476862,137953.79992922323
442,23,1762110.6852764003,124774.46849951806
443,23,1678817.166924575,107744.59484522892
444,23,2872487.305284941,144244.72620293684
445,23,1542449.879649847,136652.55224380974
446,23,1546565.344738641,114789.22529017816
447,23,1758883.088692048,173015.69054249354
448,23,658078.7715898203,54188.79764847589
449,23,1361816.0810578757,103845.2804212923
450,23,1462518.8495240698,105791.68672594406
451,23,2756900.2317018006,156343.67864401313
452,23,1240515.9457071444,95518.5107299888
453,23,913178.435570076,95257.03245945532
454,23,1096115.3323548094,129338.06383960455
455,23,2335263.588561551,236259.11349354076
456,23,1575598.9177091182,149383.31326925743
457,23,1839430.8630621317,178084.87752883614
458,23,1418017.167618001,95038.50236237457
459,23,1054508.075950568,57812.01929733053
460,23,1088854.979737361,126936.50652196824
461,23,871704.5611938209,99734.23823028512
462,23,1279906.3061405532,130345.28942034463
463,23,1510956.9987561535,137020.29627957632
464,23,1285836.46801964,132720.13874981448
465,23,899455.7711830452,104514.44028674392
466,23,1469235.5373468986,104518.65202540094
467,23,904738.9746826842,44803.344517742255
497,27,1978530.6481411068,143323.07881630643
498,27,2348314.010313294,147230.28005155857
499,27,4654678.800818601,230125.6941034081
500,27,2882048.876796468,183766.18444767388
501,27,1996398.136676064,94920.04182559912
502,27,1333090.5023978911,66842.42656581948
503,27,3114137.0038961098,182978.90224373707
504,27,1340273.4006090346,103904.2258895056
505,27,5105265.239506093,315644.4705958493
506,27,1156750.5571212736,104495.60032676412
507,27,1522454.009772499,111337.30234224252
508,27,1159856.3635234234,115803.72132120612
509,27,2295658.29342288,160676.33861292692
510,27,3000112.7393507743,160234.03628465394
511,27,3819508.060315888,186394.38075301348
512,27,1322743.3454216465,70909.19903640769
513,27,2069101.3191291827,98845.84038556456
514,27,2288852.9495634995,146322.1612039295
515,27,4443946.467273263,310146.9407152666
516,27,7143113.024651447,701351.6452695708
517,27,13719634.93403745,437770.5411321707
518,27,10014783.79727333,84839.38748071069
519,27,3087246.251358829,28114.94475954029
520,27,3033511.091870548,218910.22810931533
521,27,11722332.078817878,879183.2142079342
522,27,5028705.553807623,653561.1298325044
523,27,2949997.479374229,227231.56883943963
524,27,2756705.19289885,173538.72697501603
