ac07_id,facebook_pop_sum,facebook_pop_num_cells
2007-10-024,413984.5822379086,23599.4588184732
2007-10-021,383535.5713247515,24766.562887067907
2007-10-128,868537.0313814066,48702.17217216452
2007-10-020,610342.3624999869,24882.571970825746
2007-10-077,335225.32982177654,14482.510585706235
2007-10-076,434210.1851504512,8994.733905730887
2007-10-016,508006.742796269,15026.868942140522
2007-10-073,442725.5176556048,23110.004016135263
2007-10-066,426403.4508883656,20497.725597056407
2007-10-067,439686.9042364234,18352.085617885936
2007-10-082,439127.2498004561,19321.21355696634
2007-10-017,446928.67803637136,17631.732925837518
2007-10-018,644114.513198725,30623.67003972894
2007-10-110,533895.3684352792,35868.20579974921
2007-10-072,627717.8066264624,29180.026858678
2007-10-134,749479.1276802467,37971.03888339191
2007-10-022,559909.7045792987,27976.13230927511
2007-10-023,564017.1968993252,25126.78589464008
2007-10-025,509419.7511928819,19066.802938436624
2007-10-065,583106.2636918109,24266.84127510253
2007-10-133,597110.2299076187,31653.467902895354
2007-10-026,469610.6266460028,28594.609689651377
2007-10-064,783460.0413892246,28529.255682358536
2007-10-111,593086.6301502021,25387.30601139424
2007-10-074,521838.4982823421,18136.09010979672
2007-10-131,528243.2054386038,17448.396091424645
2007-10-079,568237.1862886266,15763.719593914862
2007-10-078,513833.4972511032,15877.939200639832
2007-10-081,446760.8863310629,15180.042908803538
2007-10-130,662622.6527615057,23319.785999180105
2007-10-091,436717.2083576337,23862.274481180568
2007-10-080,540177.6521236057,14921.055430128468
2007-10-129,546561.0628834442,28514.88789238542
2007-10-114,507103.9656743797,32522.36105294896
2007-10-030,454744.5811916434,30577.119365450213
2007-10-029,454772.2255141338,23027.167693112253
2007-10-062,464856.6459530823,24773.539339509472
2007-10-028,397657.0609009024,18623.94194869952
2007-10-063,636765.5481038224,32380.488634344256
2007-10-055,453754.3592835398,17363.108571800156
2007-10-054,503379.056474424,21257.93883217504
2007-10-027,422931.8169721374,29155.95140263032
2007-10-090,602807.4549478294,26327.698314844358
2007-10-032,547959.8653902212,22436.08389018356
2007-10-083,529746.0661466861,18549.18218847648
2007-10-112,619041.6408374448,31570.094735322404
2007-10-135,659767.6213602596,31856.66127968656
2007-10-113,515956.3810322798,24454.446988373777
2007-10-088,766006.9134519207,32631.17508865407
2007-10-084,510519.4024164069,15945.65176819432
2007-10-061,424624.95173991215,21718.37017339866
2007-10-031,482988.4181348567,24860.005532346757
2007-10-056,466553.1200061623,25761.872753454238
2007-10-037,482022.1927835829,26365.046845622597
2007-10-059,1098996.7588198453,46340.467449550575
2007-10-033,553263.6037773571,21795.061122205974
2007-10-132,561354.2118210404,9783.138177327
2007-10-089,86679.77297164185,3466.1434654188342
2007-10-127,597943.073236984,26699.8889674388
2007-10-034,521837.8687885295,22980.50693186245
2007-10-085,397161.8615211086,16800.39380767013
2007-10-053,558919.552372807,21685.543558155656
2007-10-086,570234.1649660487,30126.43273696572
2007-10-136,579633.655917578,19678.694648467357
2007-10-116,553304.3874536561,35358.895060302384
2007-10-092,326671.8271797907,16650.788860646284
2007-10-038,423000.75444914855,21801.451074038298
2007-10-036,413690.02357172174,18493.92773878396
2007-10-057,442505.09149726544,19830.967879036136
2007-10-060,167937.32599918745,13075.53370964192
